id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-27 22:46:00.752|2023-05-27 22:46:10.181|3|1|1|3|5|push_up|29.0|1|1|1|1|156|175|178||||||||||||||||0|999|58.0221
push_up|2023-05-27 22:46:10.181|2023-05-27 22:46:13.791|3|1|1|3|5|push_up|38.0|2|2|1|1|24|177|178||||||||||||||||0|999|62.6559
push_up|2023-05-27 22:46:13.791|2023-05-27 22:46:22.186|3|1|1|3|5|push_up|38.0|3|3|1|1|161|174|179||||||||||||||||0|999|62.3597
