id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-27 22:07:40.414|2023-05-27 22:07:44.132|3|1|1|3|5|push_up|25.0|1|1|1|1|157|174|179||||||||||||||||0|999|59.059
push_up|2023-05-27 22:07:44.132|2023-05-27 22:07:49.046|3|1|1|3|5|push_up|25.0|2|2|1|1|36|172|179||||||||||||||||0|999|63.2708
push_up|2023-05-27 22:07:49.046|2023-05-27 22:07:57.116|3|1|1|3|5|push_up|26.0|3|3|1|1|178|174|178||||||||||||||||0|999|55.8182
