id_exercise,DateTime_Start,DateTime_End,n_poses,n_sets,n_reps,total_poses,seconds_rest_time,Class,Prob,count_pose_g,count_pose,count_rep,count_set,right_elbow_angles_pu,right_hip_angles_pu,right_knee_angles_pu,right_shoulder_angles_cu,right_hip_angles_cu,right_knee_angles_cu,right_shoulder_angles_fp,right_hip_angles_fp,right_ankle_angles_fp,right_hip_angles_fl,right_knee_angles_fl,left_knee_angles_fl,right_shoulder_angles_bd,right_hip_angles_bd,right_knee_angles_bd,left_knee_angles_bd,right_elbow_angles_bd,left_elbow_angles_bd,pose_trainer_cost_min,pose_trainer_cost_max,pose_user_cost
push_up,2023-04-16 11:39:34.344,2023-04-16 11:39:48.694,3,2,1,6,5,push_up,31.0,1,1,1,1,167,178,177,,,,,,,,,,,,,,,,-1.54,13.34,65.4269
push_up,2023-04-16 11:39:48.694,2023-04-16 11:39:54.951,3,2,1,6,5,push_up,29.0,2,2,1,1,67,176,175,,,,,,,,,,,,,,,,-11.9,42.86,72.0986
push_up,2023-04-16 11:39:54.951,2023-04-16 11:39:56.323,3,2,1,6,5,push_up,33.0,3,3,1,1,161,177,179,,,,,,,,,,,,,,,,-0.43,12.91,66.5933
push_up,2023-04-16 11:39:56.323,2023-04-16 11:40:07.222,3,2,1,6,5,push_up,28.0,4,1,1,2,157,175,178,,,,,,,,,,,,,,,,-1.54,13.34,62.4756
push_up,2023-04-16 11:40:07.222,2023-04-16 11:40:08.732,3,2,1,6,5,push_up,27.0,5,2,1,2,74,176,175,,,,,,,,,,,,,,,,-11.9,42.86,65.8602
push_up,2023-04-16 11:40:08.732,2023-04-16 11:40:10.179,3,2,1,6,5,push_up,29.0,6,3,1,2,161,176,170,,,,,,,,,,,,,,,,-0.43,12.91,56.0825
