id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-27 21:58:54.614|2023-05-27 21:58:55.712|3|1|1|3|5|push_up|30.0|1|1|1|1|168|174|178||||||||||||||||0|999|50.3369
push_up|2023-05-27 21:58:55.712|2023-05-27 21:59:00.469|3|1|1|3|5|push_up|24.0|2|2|1|1|80|176|179||||||||||||||||0|999|56.6555
push_up|2023-05-27 21:59:00.469|2023-05-27 21:59:01.167|3|1|1|3|5|push_up|25.0|3|3|1|1|156|175|179||||||||||||||||0|999|48.8463
