id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
forward_lunge|2023-06-19 22:30:24.030|2023-06-19 22:30:24.610|5|3|1|15|5|forward_lunge|87.0|1|1|1|1||||||||||174|177|179|||||||4.72|25.08|19.5254
forward_lunge|2023-06-19 22:30:24.610|2023-06-19 22:30:30.008|5|3|1|15|5|forward_lunge|94.0|2|2|1|1||||||||||175|91|75|||||||9.07|37.14|15.6227
forward_lunge|2023-06-19 22:30:30.008|2023-06-19 22:30:33.938|5|3|1|15|5|forward_lunge|87.0|3|3|1|1||||||||||164|163|171|||||||4.72|25.08|18.8587
forward_lunge|2023-06-19 22:30:33.938|2023-06-19 22:30:39.128|5|3|1|15|5|forward_lunge|88.0|4|4|1|1||||||||||93|68|99|||||||11.22|37.93|15.5341
forward_lunge|2023-06-19 22:30:39.128|2023-06-19 22:30:44.113|5|3|1|15|5|forward_lunge|83.0|5|5|1|1||||||||||165|169|176|||||||4.72|25.08|18.8984
forward_lunge|2023-06-19 22:30:44.113|2023-06-19 22:30:54.720|5|3|1|15|5|forward_lunge|98.0|6|1|1|2||||||||||177|169|176|||||||4.72|25.08|17.7976
forward_lunge|2023-06-19 22:30:54.720|2023-06-19 22:31:07.034|5|3|1|15|5|forward_lunge|71.0|7|2|1|2||||||||||172|86|74|||||||9.07|37.14|14.7047
forward_lunge|2023-06-19 22:31:07.034|2023-06-19 22:31:10.576|5|3|1|15|5|forward_lunge|63.0|8|3|1|2||||||||||174|148|120|||||||4.72|25.08|20.2681
forward_lunge|2023-06-19 22:31:10.576|2023-06-19 22:31:16.554|5|3|1|15|5|forward_lunge|48.0|9|4|1|2||||||||||87|75|96|||||||11.22|37.93|13.8317
forward_lunge|2023-06-19 22:31:16.554|2023-06-19 22:31:20.112|5|3|1|15|5|forward_lunge|90.0|10|5|1|2||||||||||175|176|176|||||||4.72|25.08|17.5743
forward_lunge|2023-06-19 22:31:20.112|2023-06-19 22:31:31.107|5|3|1|15|5|forward_lunge|98.0|11|1|1|3||||||||||176|178|178|||||||4.72|25.08|17.3635
forward_lunge|2023-06-19 22:31:31.107|2023-06-19 22:31:41.129|5|3|1|15|5|forward_lunge|83.0|12|2|1|3||||||||||175|96|82|||||||9.07|37.14|16.3371
forward_lunge|2023-06-19 22:31:41.129|2023-06-19 22:31:44.971|5|3|1|15|5|forward_lunge|80.0|13|3|1|3||||||||||172|143|116|||||||4.72|25.08|21.0073
forward_lunge|2023-06-19 22:31:44.971|2023-06-19 22:31:51.290|5|3|1|15|5|forward_lunge|71.0|14|4|1|3||||||||||84|77|92|||||||11.22|37.93|15.44
forward_lunge|2023-06-19 22:31:51.290|2023-06-19 22:32:13.335|5|3|1|15|5|forward_lunge|83.0|15|5|1|3||||||||||175|174|176|||||||4.72|25.08|18.8268
