id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-06-04 09:51:17.074|2023-06-04 09:51:25.389|3|1|1|3|1|push_up|30.0|1|1|1|1|166|175|178||||||||||||||||0|99|56.6065
push_up|2023-06-04 09:51:25.389|2023-06-04 09:51:25.806|3|1|1|3|1|push_up|30.0|2|2|1|1|82|176|179||||||||||||||||0|99|59.1122
push_up|2023-06-04 09:51:25.806|2023-06-04 09:51:27.930|3|1|1|3|1|push_up|33.0|3|3|1|1|174|177|178||||||||||||||||0|99|50.4654
