id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-28 01:09:41.799|2023-05-28 01:09:52.721|3|2|1|6|5|push_up|33.0|1|1|1|1|162|178|179||||||||||||||||0|99|54.073
push_up|2023-05-28 01:09:52.721|2023-05-28 01:10:06.156|3|2|1|6|5|push_up|38.0|2|2|1|1|60|177|178||||||||||||||||0|99|63.9625
push_up|2023-05-28 01:10:06.156|2023-05-28 01:10:13.526|3|2|1|6|5|push_up|38.0|3|3|1|1|161|176|179||||||||||||||||0|99|59.4294
push_up|2023-05-28 01:10:13.526|2023-05-28 01:10:23.504|3|2|1|6|5|push_up|38.0|4|1|1|2|162|177|179||||||||||||||||0|99|53.9609
push_up|2023-05-28 01:10:23.504|2023-05-28 01:10:43.240|3|2|1|6|5|push_up|36.0|5|2|1|2|88|178|176||||||||||||||||0|99|69.6614
push_up|2023-05-28 01:10:43.240|2023-05-28 01:10:50.072|3|2|1|6|5|push_up|38.0|6|3|1|2|161|177|178||||||||||||||||0|99|65.7691
