id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
forward_lunge|2023-06-19 22:26:05.774|2023-06-19 22:26:06.405|5|3|1|15|5|forward_lunge|86.0|1|1|1|1||||||||||179|158|171|||||||4.72|25.08|15.7079
forward_lunge|2023-06-19 22:26:06.405|2023-06-19 22:26:10.739|5|3|1|15|5|forward_lunge|76.0|2|2|1|1||||||||||178|95|76|||||||9.07|37.14|10.0988
forward_lunge|2023-06-19 22:26:10.739|2023-06-19 22:26:14.784|5|3|1|15|5|forward_lunge|71.0|3|3|1|1||||||||||173|162|165|||||||4.72|25.08|14.6531
forward_lunge|2023-06-19 22:26:14.784|2023-06-19 22:26:19.889|5|3|1|15|5|forward_lunge|67.0|4|4|1|1||||||||||85|81|103|||||||11.22|37.93|14.9801
forward_lunge|2023-06-19 22:26:19.889|2023-06-19 22:26:23.764|5|3|1|15|5|forward_lunge|77.0|5|5|1|1||||||||||160|165|167|||||||4.72|25.08|15.7834
forward_lunge|2023-06-19 22:26:23.764|2023-06-19 22:26:35.250|5|3|1|15|5|forward_lunge|74.0|6|1|1|2||||||||||172|169|174|||||||4.72|25.08|16.7848
forward_lunge|2023-06-19 22:26:35.250|2023-06-19 22:27:07.953|5|3|1|15|5|forward_lunge|70.0|7|2|1|2||||||||||171|85|67|||||||9.07|37.14|13.2788
forward_lunge|2023-06-19 22:27:07.953|2023-06-19 22:27:11.715|5|3|1|15|5|forward_lunge|67.0|8|3|1|2||||||||||174|144|139|||||||4.72|25.08|15.3172
forward_lunge|2023-06-19 22:27:11.715|2023-06-19 22:27:16.065|5|3|1|15|5|forward_lunge|47.0|9|4|1|2||||||||||88|71|104|||||||11.22|37.93|11.5382
forward_lunge|2023-06-19 22:27:16.065|2023-06-19 22:27:18.771|5|3|1|15|5|forward_lunge|55.0|10|5|1|2||||||||||160|155|143|||||||4.72|25.08|24.497
forward_lunge|2023-06-19 22:27:18.771|2023-06-19 22:27:29.775|5|3|1|15|5|forward_lunge|74.0|11|1|1|3||||||||||171|179|176|||||||4.72|25.08|16.0064
forward_lunge|2023-06-19 22:27:29.775|2023-06-19 22:27:35.874|5|3|1|15|5|forward_lunge|85.0|12|2|1|3||||||||||175|90|69|||||||9.07|37.14|12.8073
forward_lunge|2023-06-19 22:27:35.874|2023-06-19 22:27:38.684|5|3|1|15|5|forward_lunge|74.0|13|3|1|3||||||||||169|169|163|||||||4.72|25.08|16.8995
forward_lunge|2023-06-19 22:27:38.684|2023-06-19 22:27:42.263|5|3|1|15|5|forward_lunge|79.0|14|4|1|3||||||||||84|76|95|||||||11.22|37.93|11.8995
forward_lunge|2023-06-19 22:27:42.263|2023-06-19 22:27:44.943|5|3|1|15|5|forward_lunge|75.0|15|5|1|3||||||||||161|164|167|||||||4.72|25.08|17.614
