pose,Angulo,Desviacion_estandar,Factor_dev,Desviacion_estandar_f,Articulacion
1,56.12215935203271,3.8082158946649987,6,22.8492953679899922,right_shoulder_angles
1,157.37713991572747,1.771699657166295,6,10.63019794299777,right_hip_angles
1,150.71549478914085,9.19157625567887,2,18.38315251135774,right_ankle_angles
2,89.29268063145572,9.379675985938192,2,18.759351971876384,right_shoulder_angles
2,165.80890345097603,9.425435131203654,2,18.850870262407308,right_hip_angles
2,88.57588417996143,5.956648473963041,4,23.826593895852164,right_ankle_angles
3,56.12215935203271,3.8082158946649987,6,22.8492953679899922,right_shoulder_angles
3,157.37713991572747,1.771699657166295,6,10.63019794299777,right_hip_angles
3,150.71549478914085,9.19157625567887,2,18.38315251135774,right_ankle_angles
