id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-20 02:36:22.183|2023-05-20 02:36:29.906|3|1|1|3|1|push_up|31.0|1|1|1|1|158|175|177||||||||||||||||0|999|52.9463
push_up|2023-05-20 02:36:29.906|2023-05-20 02:36:35.168|3|1|1|3|1|push_up|35.0|2|2|1|1|48|177|175||||||||||||||||0|999|46.7414
push_up|2023-05-20 02:36:35.168|2023-05-20 02:36:35.623|3|1|1|3|1|push_up|36.0|3|3|1|1|164|179|176||||||||||||||||0|999|41.7285
