id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-15 14:17:31.578|2023-05-15 14:17:39.062|3|2|1|6|5|push_up|27.0|1|1|1|1|156|175|178||||||||||||||||0|999|68.0667
push_up|2023-05-15 14:17:39.062|2023-05-15 14:17:42.620|3|2|1|6|5|push_up|29.0|2|2|1|1|27|172|177||||||||||||||||0|999|63.4553
push_up|2023-05-15 14:17:42.620|2023-05-15 14:17:43.146|3|2|1|6|5|push_up|29.0|3|3|1|1|174|173|177||||||||||||||||0|999|72.5937
push_up|2023-05-15 14:17:43.146|2023-05-15 14:17:53.057|3|2|1|6|5|push_up|38.0|4|1|1|2|157|173|178||||||||||||||||0|999|64.1482
push_up|2023-05-15 14:17:53.057|2023-05-15 14:17:54.498|3|2|1|6|5|push_up|26.0|5|2|1|2|29|173|176||||||||||||||||0|999|57.2267
push_up|2023-05-15 14:17:54.498|2023-05-15 14:17:54.705|3|2|1|6|5|push_up|34.0|6|3|1|2|157|174|175||||||||||||||||0|999|59.6017
