id_exercise|DateTime_Start|DateTime_End|n_poses|n_sets|n_reps|total_poses|seconds_rest_time|Class|Prob|count_pose_g|count_pose|count_rep|count_set|right_elbow_angles_pu|right_hip_angles_pu|right_knee_angles_pu|right_shoulder_angles_cu|right_hip_angles_cu|right_knee_angles_cu|right_shoulder_angles_fp|right_hip_angles_fp|right_ankle_angles_fp|right_hip_angles_fl|right_knee_angles_fl|left_knee_angles_fl|right_shoulder_angles_bd|right_hip_angles_bd|right_knee_angles_bd|left_knee_angles_bd|right_elbow_angles_bd|left_elbow_angles_bd|pose_trainer_cost_min|pose_trainer_cost_max|pose_user_cost
push_up|2023-05-17 17:20:06.468|2023-05-17 17:20:12.955|3|1|1|3|1|push_up|49.0|1|1|1|1|160|177|178||||||||||||||||0|999|22.7069
push_up|2023-05-17 17:20:12.955|2023-05-17 17:20:15.258|3|1|1|3|1|push_up|45.0|2|2|1|1|108|169|172||||||||||||||||0|999|20.2696
push_up|2023-05-17 17:20:15.258|2023-05-17 17:20:16.139|3|1|1|3|1|push_up|44.0|3|3|1|1|157|177|163||||||||||||||||0|999|27.2321
