pose,Angulo,Desviacion_estandar,Factor_dev,Desviacion_estandar_f,Articulacion
1,168.8623333,3.811827707,6,22.870966242,right_elbow_angles
1,178.1516473,0.778410554,6,4.670463324,right_hip_angles
1,177.4471019,2.454373941,6,14.726243646,right_knee_angles
2,69.48143288,6.707256952,6,40.243541712,right_elbow_angles
2,178.2017246,1.653115552,6,9.918693312,right_hip_angles
2,177.1519494,0.996901873,6,5.981411238,right_knee_angles
3,164.2454899,2.251942448,6,13.511654688,right_elbow_angles
3,174.4165487,2.775865489,6,16.655192934,right_hip_angles
3,176.666373,2.068517999,6,12.411107994,right_knee_angles
