Pose,Costo_alineamiento,Desviacion_estandar,Factor_dev,Desviacion_estandar_f
1,5.702336484566331,1.1055849856072357,3,3.3167549568217071
2,14.250133662484586,1.3356679277313812,3,4.0070037831941436
3,5.702336484566331,1.1055849856072357,3,3.3167549568217071
